Sample,V1V2_ID_in_metafile,ID,New_ID,Program,Cruise_ID,Cast,Niskin,yyyymmdd,decy,time.UTC.,Sunrise,Sunset,Season,latN,lonW,Depth,Nominal_Depth,DCM,MLD_dens125,VertZone,Temp,CTD_S,Fluo.ug.L.,PP_ID,PP_collection_date,PP_depth,PP_mgC_m3_d,PP_QF,chl_collection_date,chl_depth,chl.ug.kg.,chl_ID,NO3.NO2_collection_date,NO3.NO2_depth,NO3.NO2.umol.kg.,NO3.NO2_QF,NO3.NO2_ID,PO4_collection_date,PO4_depth,PO4.umol.kg.,PO4_QF,PO4_ID,total_read_sample,total_photosyn_sample,total_plastid_sample,total_chloro_sample,total_cyano_sample,total_prasino_sample,seq6,seq61,seq77,seq81,seq177,seq273,seq345,seq503,seq816,seq1156,seq1217,seq1248,seq1296,seq1412,seq1638,seq2277,seq2347,seq2535,seq2562,seq2883,seq2949,seq3014,seq3019,seq3402,seq3768,seq3858,seq3870,seq5929,seq6001,seq6637,seq6699,seq7021,seq7584,seq7808,seq8101,seq8472,seq8646,seq8878,seq9600,seq9844,seq9979,seq10382,seq10835,seq11443,seq11662,seq12724,seq13406,seq13409,seq13532,seq13534,seq13694,seq14271,seq16961,seq17508,seq17744,seq17799,seq18122,seq18351,seq18746,seq20223,seq20924,seq21175,seq21194,seq21947,seq22206,seq22378,seq22384,seq23198,seq23875,seq26498,seq26542,seq26857,seq26923,seq28197,seq28442,seq28856,seq29225,seq29394,seq30087,seq30308,seq30570,seq30899,seq31345,seq31558,seq31574,seq32339,seq33032,seq33106,seq34536,seq35374,seq36165,seq36361,seq39525,seq40398,seq40454,seq40606,seq40809,seq41264,seq41740,seq41934,seq42169,seq42836,seq42867,seq46479,seq46495,seq49019,seq52758,seq53633,seq54252,seq54488,seq54776,seq54940,seq54944,seq54953,seq55021,seq55070,seq56821,seq56842,seq57716,seq57827,seq57947,seq57981,seq58652,seq59086,seq60686,seq61094,seq61975,seq63408,seq63770,seq65687
BS369_S28,BS369_S28,1035700707,1035700707,BATS,EN631,7,7,20190311,2019.191581,2215,1036,2218,1,31.677875,64.17569833,119.835,120,104.2446,241.1711,0,19.77702698,36.69419832,0.1702,1035700813,2019.193,120.6,NA,NA,2019.19407,122,0.127,1035701115,2019.19366,120,0.66,NA,1035701015,2019.19366,120,0,NA,1035701015,58076,1779,1272,681,507,679,531,0,90,37,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS370_S29,BS370_S29,1035700709,1035700709,BATS,EN631,7,9,20190311,2019.191581,2215,1036,2218,1,31.677875,64.17569833,160.309,160,104.2446,241.1711,0,19.76902698,36.69501102,0.0992,1035700815,2019.193,141.9,NA,NA,2019.19407,159,0,1035701119,2019.19366,160,0.8,NA,1035701019,2019.19366,160,0,NA,1035701019,60264,3157,2417,1460,740,1460,1198,23,164,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS371_S30,BS371_S30,1035700711,1035700711,BATS,EN631,7,11,20190311,2019.191581,2215,1036,2218,1,31.677875,64.17569833,200.31,200,104.2446,241.1711,0,19.77832698,36.71086342,0.0493,NA,2019.193,200,NA,NA,2019.19407,202,0.01,1035701121,2019.19366,200,1.04,NA,1035701021,2019.19366,200,0.03,NA,1035701021,51485,584,365,171,219,171,117,19,24,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS378_S37,BS378_S37,1035802401,1035802401,BATS,AE1905,24,1,20190412,2019.278154,1238,957,2239,2,31.66347833,64.168435,3.101,1,74.4662,50.6395,0,21.99374956,36.88527796,0.0471,1035801701,2019.275,3.7,1.92,1,2019.2758,4,0.039,1035802002,2019.2758,4,0,NA,1035802001,2019.2758,4,0,NA,1035802001,59400,5478,782,24,4694,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS379_S38,BS379_S38,1035802404,1035802404,BATS,AE1905,24,4,20190412,2019.278154,1238,957,2239,2,31.66347833,64.168435,40.091,40,74.4662,50.6395,0,21.94874956,36.87907734,0.0376,1035801705,2019.275,40.1,1.44,1,2019.2758,41,0.049,1035802008,2019.2758,41,0,NA,1035802007,2019.2758,41,0,NA,1035802007,53878,5082,691,11,4391,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS380_S39,BS380_S39,1035802407,1035802407,BATS,AE1905,24,7,20190412,2019.278154,1238,957,2239,2,31.66347833,64.168435,99.997,100,74.4662,50.6395,2,19.93774956,36.71469666,0.153,1035801711,2019.275,100.4,1,1,2019.2758,100,0.166,1035802013,2019.2758,100,0.45,NA,1035802013,2019.2758,100,0,NA,1035802013,48274,2966,526,178,2440,178,73,39,32,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS381_S40,BS381_S40,1035802408,1035802408,BATS,AE1905,24,8,20190412,2019.278154,1238,957,2239,2,31.66347833,64.168435,119.873,120,74.4662,50.6395,2,19.86244956,36.70819738,0.0838,1035801713,2019.275,118.8,0.3,1,2019.2758,120,0.068,1035802016,2019.2758,121,0.47,NA,1035802015,2019.2758,121,0,NA,1035802015,43185,1304,402,120,902,120,44,30,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS382_S41,BS382_S41,1035802410,1035802410,BATS,AE1905,24,10,20190412,2019.278154,1238,957,2239,2,31.66347833,64.168435,159.846,160,74.4662,50.6395,3,19.75644956,36.69864669,0.0346,1035801715,2019.275,160,NA,NA,2019.2758,160,0.029,1035802020,2019.2758,160,0.61,NA,1035802019,2019.2758,160,0,NA,1035802019,61315,577,353,76,224,76,41,0,0,10,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS384_S43,BS384_S43,1035802413,1035802413,BATS,AE1905,24,13,20190412,2019.278154,1238,957,2239,2,31.66347833,64.168435,250.308,250,74.4662,50.6395,3,19.08034956,36.63105677,0.0238,NA,NA,NA,NA,NA,2019.2758,NA,NA,NA,2019.2758,250,2.93,NA,1035802023,2019.2758,250,0.12,NA,1035802023,62681,26,21,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS390_S49,BS390_S49,2035800201,2035800201,BATS,AE1906,2,1,20190421,2019.303489,1834,945,2246,3,31.67116333,64.15397333,7.422,1,94.3191,40.7111,0,21.60593766,36.81032052,0.0292,2035800301,2019.305,3.6,3.24,1,2019.306,3,0.039,2035800502,2019.306,3,0,NA,2035800501,2019.306,3,0,NA,2035800501,62163,3634,957,8,2677,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS391_S50,BS391_S50,2035800203,2035800203,BATS,AE1906,2,3,20190421,2019.303489,1834,945,2246,3,31.67116333,64.15397333,40.738,40,94.3191,40.7111,1,20.69253766,36.70594873,0.0556,2035800305,2019.305,41.2,3.63,1,2019.306,40,0.039,2035800508,2019.306,40,0,NA,2035800507,2019.306,40,0,NA,2035800507,51484,9635,644,69,8981,66,10,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS392_S51,BS392_S51,2035800206,2035800206,BATS,AE1906,2,6,20190421,2019.303489,1834,945,2246,3,31.67116333,64.15397333,79.809,80,94.3191,40.7111,2,19.95763766,36.70079545,0.2865,2035800309,2019.305,80.3,3.36,1,2019.306,80,0.097,2035800512,2019.306,80,0,NA,2035800511,2019.306,80,0,NA,2035800511,50459,9005,2625,1505,6380,1485,945,35,255,49,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS393_S52,BS393_S52,2035800207,2035800207,BATS,AE1906,2,7,20190421,2019.303489,1834,945,2246,3,31.67116333,64.15397333,119.978,120,94.3191,40.7111,2,19.66353766,36.6847422,0.1156,2035800313,2019.305,120.7,0.72,1,2019.306,122,0.263,2035800516,2019.306,121,1.34,NA,2035800515,2019.306,121,0.05,NA,2035800515,56161,2796,1433,730,1363,730,497,32,93,41,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS394_S53,BS394_S53,2035800209,2035800209,BATS,AE1906,2,9,20190421,2019.303489,1834,945,2246,3,31.67116333,64.15397333,159.935,160,94.3191,40.7111,3,19.30683766,36.65101284,0.0357,2035800315,2019.305,160,NA,1,2019.306,161,0.01,2035800520,2019.306,162,2.24,NA,2035800519,2019.306,162,0.08,NA,2035800519,55197,275,160,64,115,61,33,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS399_S58,BS399_S58,1035902003,1035902003,BATS,AE1909,20,3,20190516,2019.370139,225,923,2302,3,31.66848667,64.16726,38.712,40,130.0493,42.6972,0,22.26137716,36.85488679,0.0439,1035901205,2019.365,39.9,NA,NA,2019.36625,42,0.039,1035901502,2019.36625,41,0,NA,1035901507,2019.36625,41,0,NA,1035901507,62515,3990,549,9,3441,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS401_S60,BS401_S60,1035902007,1035902007,BATS,AE1909,20,7,20190516,2019.370139,225,923,2302,3,31.66848667,64.16726,118.948,120,130.0493,42.6972,2,21.10717716,36.82890813,0.1412,1035901213,2019.365,120.6,NA,NA,2019.36625,121,0.263,1035901516,2019.36625,122,0,NA,1035901515,2019.36625,122,0,NA,1035901515,52990,7507,337,5,7170,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS402_S61,BS402_S61,1035902009,1035902009,BATS,AE1909,20,9,20190516,2019.370139,225,923,2302,3,31.66848667,64.16726,160.114,160,130.0493,42.6972,2,20.41517716,36.74917971,0.1183,1035901215,2019.365,160,NA,NA,2019.36625,161,0.01,1035901519,2019.36625,161,0.9,NA,1035901519,2019.36625,161,0,NA,1035901519,51417,4121,549,69,3572,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS403_S62,BS403_S62,1035902011,1035902011,BATS,AE1909,20,11,20190516,2019.370139,225,923,2302,3,31.66848667,64.16726,200.114,200,130.0493,42.6972,3,19.81137716,36.69710721,0.0469,NA,2019.365,200,NA,NA,2019.36625,202,0,1035901522,2019.36625,201,1.9,NA,1035901521,2019.36625,201,0.06,NA,1035901521,54348,686,165,9,521,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS410_S69,BS410_S69,BSAE1910.2.2,9191000202,BIOSSCOPE,AE1910,2,2,20190521,2019.3844,708,920,2307,3,32.1737,64.4948,3.271,1,111.1895,39.7164,0,23.42,36.9348,0.0266,1035901201,2019.365,3.5,NA,NA,2019.36625,4,0.039,1035901502,2019.36625,4,0,NA,1035901501,2019.36625,4,0,NA,1035901501,57770,2172,930,13,1235,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS411_S70,BS411_S70,BSAE1910.2.4,9191000204,BIOSSCOPE,AE1910,2,4,20190521,2019.3844,708,920,2307,3,32.1737,64.4948,39.951,40,111.1895,39.7164,1,22.9399,36.8966,0.0313,1035901205,2019.365,39.9,NA,NA,2019.36625,42,0.039,1035901502,2019.36625,41,0,NA,1035901507,2019.36625,41,0,NA,1035901507,62251,2481,764,19,1717,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS413_S72,BS413_S72,BSAE1910.2.8,9191000208,BIOSSCOPE,AE1910,2,8,20190521,2019.3844,708,920,2307,3,32.1737,64.4948,110.883,110,111.1895,39.7164,2,21.1023,36.8306,0.1363,1035901213,2019.365,120.6,NA,NA,2019.36625,121,0.263,1035901516,2019.36625,122,0,NA,1035901515,2019.36625,122,0,NA,1035901515,51077,10748,495,23,10253,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS414_S73,BS414_S73,BSAE1910.2.10,9191000210,BIOSSCOPE,AE1910,2,10,20190521,2019.3844,708,920,2307,3,32.1737,64.4948,149.854,150,111.1895,39.7164,2,20.1868,36.715,0.1221,1035901215,2019.365,140.8,NA,NA,2019.36625,161,0.01,1035901519,2019.36625,161,0.9,NA,1035901519,2019.36625,161,0,NA,1035901519,54307,5038,890,193,4148,193,91,0,62,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS422_S81,BS422_S81,BSAE1910.4.1,9191000401,BIOSSCOPE,AE1910,4,1,20190521,2019.3858,1942,920,2309,3,32.5713,64.6464,4.728,1,114.1619,26.8091,0,23.2437,36.8147,0.0658,1035901201,2019.365,3.5,NA,NA,2019.36625,4,0.039,1035901502,2019.36625,4,0,NA,1035901501,2019.36625,4,0,NA,1035901501,59181,7425,2323,199,5102,196,3,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS423_S82,BS423_S82,BSAE1910.4.3,9191000403,BIOSSCOPE,AE1910,4,3,20190521,2019.3858,1942,920,2309,3,32.5713,64.6464,40.2,40,114.1619,26.8091,1,22.1336,36.775,0.0533,1035901205,2019.365,39.9,NA,NA,2019.36625,42,0.039,1035901502,2019.36625,41,0,NA,1035901507,2019.36625,41,0,NA,1035901507,60001,5195,876,26,4319,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS424_S83,BS424_S83,BSAE1910.4.5,9191000405,BIOSSCOPE,AE1910,4,5,20190521,2019.3858,1942,920,2309,3,32.5713,64.6464,81.686,80,114.1619,26.8091,2,20.4565,36.7065,0.1344,1035901209,2019.365,80.7,NA,NA,2019.36625,81,0.098,1035901512,2019.36625,82,0.21,NA,1035901511,2019.36625,82,0,NA,1035901511,68549,8331,1041,40,7278,40,23,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS425_S84,BS425_S84,BSAE1910.4.7,9191000407,BIOSSCOPE,AE1910,4,7,20190521,2019.3858,1942,920,2309,3,32.5713,64.6464,115.947,115,114.1619,26.8091,2,19.9201,36.6973,0.3068,1035901213,2019.365,120.6,NA,NA,2019.36625,121,0.263,1035901516,2019.36625,122,0,NA,1035901515,2019.36625,122,0,NA,1035901515,57977,5030,708,50,4322,48,23,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS426_S85,BS426_S85,BSAE1910.4.9,9191000409,BIOSSCOPE,AE1910,4,9,20190521,2019.3858,1942,920,2309,3,32.5713,64.6464,153.092,150,114.1619,26.8091,2,19.6638,36.6849,0.1228,1035901215,2019.365,140.8,NA,NA,2019.36625,161,0.01,1035901519,2019.36625,161,0.9,NA,1035901519,2019.36625,161,0,NA,1035901519,41217,3101,1113,225,1988,225,104,0,74,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS427_S86,BS427_S86,BSAE1910.4.11,9191000411,BIOSSCOPE,AE1910,4,11,20190521,2019.3858,1942,920,2309,3,32.5713,64.6464,196.893,200,114.1619,26.8091,3,19.4567,36.6722,0.0393,NA,2019.365,200,NA,NA,2019.36625,202,0,1035901522,2019.36625,201,1.9,NA,1035901521,2019.36625,201,0.06,NA,1035901521,52333,340,216,80,114,80,61,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
