Sample,V1V2_ID_in_metafile,ID,New_ID,Program,Cruise_ID,Cast,Niskin,yyyymmdd,decy,time.UTC.,Sunrise,Sunset,Season,latN,lonW,Depth,Nominal_Depth,DCM,MLD_dens125,VertZone,Temp,CTD_S,Fluo.ug.L.,PP_ID,PP_collection_date,PP_depth,PP_mgC_m3_d,PP_QF,chl_collection_date,chl_depth,chl.ug.kg.,chl_ID,NO3.NO2_collection_date,NO3.NO2_depth,NO3.NO2.umol.kg.,NO3.NO2_QF,NO3.NO2_ID,PO4_collection_date,PO4_depth,PO4.umol.kg.,PO4_QF,PO4_ID,total_read_sample,total_photosyn_sample,total_plastid_sample,total_chloro_sample,total_cyano_sample,total_prasino_sample,seq6,seq61,seq77,seq81,seq177,seq273,seq345,seq503,seq816,seq1156,seq1217,seq1248,seq1296,seq1412,seq1638,seq2277,seq2347,seq2535,seq2562,seq2883,seq2949,seq3014,seq3019,seq3402,seq3768,seq3858,seq3870,seq5929,seq6001,seq6637,seq6699,seq7021,seq7584,seq7808,seq8101,seq8472,seq8646,seq8878,seq9600,seq9844,seq9979,seq10382,seq10835,seq11443,seq11662,seq12724,seq13406,seq13409,seq13532,seq13534,seq13694,seq14271,seq16961,seq17508,seq17744,seq17799,seq18122,seq18351,seq18746,seq20223,seq20924,seq21175,seq21194,seq21947,seq22206,seq22378,seq22384,seq23198,seq23875,seq26498,seq26542,seq26857,seq26923,seq28197,seq28442,seq28856,seq29225,seq29394,seq30087,seq30308,seq30570,seq30899,seq31345,seq31558,seq31574,seq32339,seq33032,seq33106,seq34536,seq35374,seq36165,seq36361,seq39525,seq40398,seq40454,seq40606,seq40809,seq41264,seq41740,seq41934,seq42169,seq42836,seq42867,seq46479,seq46495,seq49019,seq52758,seq53633,seq54252,seq54488,seq54776,seq54940,seq54944,seq54953,seq55021,seq55070,seq56821,seq56842,seq57716,seq57827,seq57947,seq57981,seq58652,seq59086,seq60686,seq61094,seq61975,seq63408,seq63770,seq65687
1819C10N10_S68,1819C10N10_S68,BSAE1819.10.10,9181901010,BIOSSCOPE,AE1819,10,10,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,120.137,120,77.4439,19.8603,2,19.863,36.7126,0.1406,1034901615,2018.551,119.4,-0.77,1,2018.55229,119,0.302,1034901716,2018.5079,160,1.36,NA,BSAE1819.9.13,2018.5079,160,0.04,NA,BSAE1819.9.13,103107,12298,5119,1629,7173,1625,509,29,479,8,424,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,48,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C10N12_S69,1819C10N12_S69,BSAE1819.10.12,9181901012,BIOSSCOPE,AE1819,10,12,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,159.105,160,77.4439,19.8603,3,19.4827,36.6766,0.0508,NA,NA,NA,NA,NA,2018.55229,160,0.039,1034901720,2018.5079,200,1.64,NA,BSAE1819.9.14,2018.5079,200,0.05,NA,BSAE1819.9.14,101431,2333,970,274,1359,274,59,21,108,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C10N14_S70,1819C10N14_S70,BSAE1819.10.14,9181901014,BIOSSCOPE,AE1819,10,14,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,200.404,200,77.4439,19.8603,3,19.3461,36.6644,0.0227,NA,NA,NA,NA,NA,2018.55229,200,0,1034901721,2018.5079,200,1.64,NA,BSAE1819.9.18,2018.5079,200,0.04,NA,BSAE1819.9.18,98609,592,338,67,254,65,11,0,22,0,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C10N17_S71,1819C10N17_S71,BSAE1819.10.17,9181901017,BIOSSCOPE,AE1819,10,17,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,250.19,250,77.4439,19.8603,3,19.2053,36.6572,0.0211,NA,NA,NA,NA,NA,2018.55229,250,NA,NA,2018.5086,250,1.83,0,BSAE1819.10.17,2018.5086,250,0.08,1,BSAE1819.10.17,112481,92,57,9,35,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C10N2_S65,1819C10N2_S65,BSAE1819.10.2,9181901002,BIOSSCOPE,AE1819,10,2,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,4.054,1,77.4439,19.8603,0,26.0844,36.4754,0.0427,1034901601,2018.551,3.7,3.02,1,2018.55229,4,0.02,1034901702,2018.5079,1,0,NA,BSAE1819.9.1,2018.5079,1,0.02,NA,BSAE1819.9.1,143165,6370,1766,45,4588,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C10N4_S66,1819C10N4_S66,BSAE1819.10.4,9181901004,BIOSSCOPE,AE1819,10,4,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,40.236,40,77.4439,19.8603,1,21.951,36.7372,0.0554,1034901605,2018.551,40.2,0.91,1,2018.55229,40,0.049,1034901708,2018.5079,40,0,NA,BSAE1819.9.4,2018.5079,40,0,NA,BSAE1819.9.4,136251,13364,1895,77,11434,59,21,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C10N8_S67,1819C10N8_S67,BSAE1819.10.8,9181901008,BIOSSCOPE,AE1819,10,8,20180705,2018.5086,1528,920,2320,3,31.6706,64.171,79.636,80,77.4439,19.8603,2,20.1695,36.7217,0.3042,1034901609,2018.551,80.3,1.76,1,2018.55229,80,0.107,1034901712,2018.5079,80,0.25,NA,BSAE1819.9.9,2018.5079,80,0.02,NA,BSAE1819.9.9,98311,18050,6213,3410,11835,3410,1577,69,824,61,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C11N10_S44,1819C11N10_S44,BSAE1819.11.10,9181901110,BIOSSCOPE,AE1819,11,10,20180705,2018.5094,2228,920,2320,3,31.6662,64.1662,120.851,120,88.3635,20.8531,2,19.7895,36.7033,0.1589,1034901613,2018.551,119.4,-0.77,1,2018.55229,119,0.039,1034901716,2018.5079,160,1.36,NA,BSAE1819.9.13,2018.5079,160,0.04,NA,BSAE1819.9.13,89543,11680,3797,1151,7881,1149,386,32,384,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C11N12_S77,1819C11N12_S77,BSAE1819.11.12,9181901112,BIOSSCOPE,AE1819,11,12,20180705,2018.5094,2228,920,2320,3,31.6662,64.1662,160.79,160,88.3635,20.8531,3,19.4992,36.676,0.0666,NA,NA,NA,NA,NA,2018.55229,160,0,1034901720,2018.5079,200,1.64,NA,BSAE1819.9.14,2018.5079,200,0.05,NA,BSAE1819.9.14,104481,3867,1622,395,2243,376,108,24,121,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C11N17_S79,1819C11N17_S79,BSAE1819.11.17,9181901117,BIOSSCOPE,AE1819,11,17,20180705,2018.5094,2228,920,2320,3,31.6662,64.1662,252.126,250,88.3635,20.8531,3,19.1738,36.6423,0.0216,NA,NA,NA,NA,NA,2018.55229,250,NA,NA,2018.5094,250,2.09,0,BSAE1819.11.17,2018.5086,250,0.08,1,BSAE1819.11.17,114510,108,54,4,50,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C11N2_S73,1819C11N2_S73,BSAE1819.11.2,9181901102,BIOSSCOPE,AE1819,11,2,20180705,2018.5094,2228,920,2320,3,31.6662,64.1662,6.096,1,88.3635,20.8531,0,26.1047,36.4902,0.0279,1034901601,2018.551,3.7,3.02,1,2018.55229,4,0.02,1034901702,2018.5079,1,0,NA,BSAE1819.9.1,2018.5079,1,0.02,NA,BSAE1819.9.1,135865,5209,1120,9,4080,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C11N4_S74,1819C11N4_S74,BSAE1819.11.4,9181901104,BIOSSCOPE,AE1819,11,4,20180705,2018.5094,2228,920,2320,3,31.6662,64.1662,39.209,40,88.3635,20.8531,1,22.4743,36.7388,0.0409,1034901605,2018.551,40.2,0.91,1,2018.55229,40,0.049,1034901708,2018.5079,40,0,NA,BSAE1819.9.4,2018.5079,40,0,NA,BSAE1819.9.4,123689,9047,755,35,8282,25,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C11N8_S75,1819C11N8_S75,BSAE1819.11.8,9181901108,BIOSSCOPE,AE1819,11,8,20180705,2018.5094,2228,920,2320,3,31.6662,64.1662,80.455,80,88.3635,20.8531,2,20.4014,36.73,0.2678,1034901609,2018.551,80.3,1.76,1,2018.55229,80,0.107,1034901712,2018.5079,80,0.25,NA,BSAE1819.9.9,2018.5079,80,0.02,NA,BSAE1819.9.9,102621,22831,5411,2643,17420,2639,1401,71,502,39,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N1_S17,1819C1N1_S17,BSAE1819.1.1,9181900101,BIOSSCOPE,AE1819,1,1,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,3.243,1,81.4152,15.8885,0,26.1356,36.5304,0.0349,1034901601,2018.551,3.7,3.02,1,2018.55229,4,0.02,1034901702,2018.5035,1,0,1,BSAE1819.1.1,2018.5035,1,0,1,BSAE1819.1.1,144293,13793,5003,195,8749,50,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N10_S21,1819C1N10_S21,BSAE1819.1.10,9181900110,BIOSSCOPE,AE1819,1,10,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,163.664,160,81.4152,15.8885,3,19.6741,36.696,0.0632,NA,NA,NA,NA,NA,2018.55229,160,0.039,1034901720,2018.5035,160,1.22,0,BSAE1819.1.10,2018.5035,160,0.02,1,BSAE1819.1.10,111248,4550,1770,535,2780,533,162,35,171,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N11_S22,1819C1N11_S22,BSAE1819.1.11,9181900111,BIOSSCOPE,AE1819,1,11,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,201.066,200,81.4152,15.8885,3,19.4685,36.6741,0.0384,NA,NA,NA,NA,NA,2018.55229,200,0,1034901721,2018.5035,200,1.54,0,BSAE1819.1.11,2018.5035,200,0.04,1,BSAE1819.1.11,103226,2409,987,346,1422,342,93,26,138,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N22_S23,1819C1N22_S23,BSAE1819.1.22,9181900122,BIOSSCOPE,AE1819,1,22,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,251.694,250,81.4152,15.8885,3,19.2773,36.6574,0.014,NA,NA,NA,NA,NA,2018.55229,250,NA,NA,2018.5035,250,1.8,0,BSAE1819.1.22,2018.5035,250,0.05,1,BSAE1819.1.22,124754,183,79,25,104,25,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N4_S18,1819C1N4_S18,BSAE1819.1.4,9181900104,BIOSSCOPE,AE1819,1,4,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,39.947,40,81.4152,15.8885,1,21.9225,36.7432,0.063,1034901605,2018.551,40.2,0.91,1,2018.55229,40,0.049,1034901708,2018.5035,40,0,1,BSAE1819.1.4,2018.5035,40,0,1,BSAE1819.1.4,124246,10955,607,19,10335,19,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N7_S19,1819C1N7_S19,BSAE1819.1.7,9181900107,BIOSSCOPE,AE1819,1,7,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,80.764,80,81.4152,15.8885,2,20.2005,36.7194,0.302,1034901609,2018.551,80.3,1.76,1,2018.55229,80,0.107,1034901712,2018.5035,80,0.42,0,BSAE1819.1.7,2018.5035,80,0.01,1,BSAE1819.1.7,103392,19157,6221,3037,12936,3033,1474,99,657,39,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C1N8_S20,1819C1N8_S20,BSAE1819.1.8,9181900108,BIOSSCOPE,AE1819,1,8,20180703,2018.5035,1820,919,2320,3,31.6668,64.1662,120.193,120,81.4152,15.8885,2,19.794,36.7054,0.0917,1034901613,2018.551,119.4,-0.77,1,2018.55229,119,0.302,1034901716,2018.5035,120,1.04,0,BSAE1819.1.8,2018.5035,120,0,1,BSAE1819.1.8,107357,8161,3116,934,5042,929,309,50,311,13,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N10_S28,1819C3N10_S28,BSAE1819.3.10,9181900310,BIOSSCOPE,AE1819,3,10,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,121.349,120,79.429,21.8466,3,19.8057,36.7059,0.1167,1034901613,2018.551,119.4,-0.77,1,2018.55229,119,0.302,1034901716,2018.5035,120,1.04,NA,BSAE1819.1.8,2018.5035,120,0,NA,BSAE1819.1.8,115673,10169,4347,1451,5817,1446,583,0,331,27,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N12_S29,1819C3N12_S29,BSAE1819.3.12,9181900312,BIOSSCOPE,AE1819,3,12,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,161.637,160,79.429,21.8466,3,19.5522,36.6844,0.0541,NA,NA,NA,NA,NA,2018.55229,160,0.039,1034901720,2018.5035,160,1.22,NA,BSAE1819.1.10,2018.5035,160,0.02,NA,BSAE1819.1.10,112536,2791,1526,424,1263,415,133,25,155,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N14_S30,1819C3N14_S30,BSAE1819.3.14,9181900314,BIOSSCOPE,AE1819,3,14,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,202.66,200,79.429,21.8466,3,19.4359,36.6705,0.0466,NA,NA,NA,NA,NA,2018.55229,200,0,1034901721,2018.5035,200,1.54,NA,BSAE1819.1.11,2018.5035,200,0.04,NA,BSAE1819.1.11,108507,2574,1011,350,1560,341,82,0,167,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N17_S31,1819C3N17_S31,BSAE1819.3.17,9181900317,BIOSSCOPE,AE1819,3,17,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,249.464,250,79.429,21.8466,3,19.3019,36.6621,0.0182,NA,NA,NA,NA,NA,2018.55229,250,NA,NA,2018.5042,250,1.77,0,BSAE1819.3.17,2018.5035,250,0.05,1,BSAE1819.3.17,118368,164,90,22,66,22,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N18_S32,1819C3N18_S32,BSAE1819.3.18,9181900318,BIOSSCOPE,AE1819,3,18,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,300.87,300,79.429,21.8466,3,19.0956,36.6343,0.015,NA,NA,NA,NA,NA,2018.55229,300,NA,NA,2018.5042,300,2.18,0,BSAE1819.3.18,2018.5042,300,0.04,1,BSAE1819.3.18,109548,123,81,11,42,11,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N2_S25,1819C3N2_S25,BSAE1819.3.2,9181900302,BIOSSCOPE,AE1819,3,2,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,5.875,1,79.429,21.8466,0,26.0108,36.5212,0.0407,1034901601,2018.551,3.7,3.02,1,2018.55229,4,0.02,1034901702,2018.5035,1,0,NA,BSAE1819.1.1,2018.5035,1,0,NA,BSAE1819.1.1,131267,6835,1705,59,5130,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819C3N4_S26,1819C3N4_S26,BSAE1819.3.4,9181900304,BIOSSCOPE,AE1819,3,4,20180704,2018.5042,103,919,2320,3,31.6683,64.1721,39.754,40,79.429,21.8466,1,21.6751,36.7482,0.0744,1034901605,2018.551,40.2,0.91,1,2018.55229,40,0.049,1034901708,2018.5035,40,0,NA,BSAE1819.1.4,2018.5035,40,0,NA,BSAE1819.1.4,128942,12671,589,38,12065,26,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
