ASV_ID,Bengal-C10N17,Bengal-C10N23,Bengal-C11N11,Bengal-C11N23,Bengal-C12N13A,Bengal-C12N13B,Bengal-C12N23A,Bengal-C12N23B,Bengal-C13N11,Bengal-C13N23,Bengal-C14N10A,Bengal-C14N10B,Bengal-C14N23A,Bengal-C14N23B,Bengal-C15N23A,Bengal-C15N23B,Bengal-C16N11,Bengal-C16N23,Bengal-C17N15,Bengal-C17N23,Bengal-C18N17,Bengal-C18N23,Bengal-C1N17,Bengal-C1N23,Bengal-C2N17,Bengal-C2N23,Bengal-C3N17,Bengal-C3N23,Bengal-C4N17A,Bengal-C4N17B,Bengal-C4N17C,Bengal-C4N23,Bengal-C5N13,Bengal-C5N23,Bengal-C6N17,Bengal-C6N23,Bengal-C7N13,Bengal-C7N23,Bengal-C8N13,Bengal-C8N23,Bengal-C9N11,Bengal-C9N23
cec9b7445da40afce01864729f50dc23,2167,41704,62,54169,205,43,15866,65841,252,42121,8765,2045,68542,6160,65056,88685,253,20531,863,52437,192,45875,2286,22650,11180,22388,286,20087,732,7042,1571,16698,20381,30,501,20647,434,26907,116,37516,58,10287
de05c74f1a4741be8ed2874fe5013187,21833,32,9545,25,28151,4785,9,0,12284,16,24477,4783,0,7,53,10,27348,0,26088,13,31435,16,14328,774,3473,331,5782,0,826,11722,2307,310,59,6965,43272,209,40465,25,51061,31,51011,0
d47fbc8bf4a19f82431bc9f1d1886734,3342,11023,808,11016,3794,845,6299,21750,3169,8515,16399,4161,22711,2231,13480,21176,2191,7831,4558,12420,2481,10136,9529,11341,7019,7214,3370,5919,1376,13999,3430,5932,5311,1218,3324,6604,2232,8790,1919,6286,1282,4722
5d5209278687dd2eea335a3027df16a3,731,28844,98,12937,81,0,7097,27861,118,23928,667,212,19561,2026,8939,13399,84,19829,171,7847,0,9793,0,1131,1344,10329,0,3780,825,6630,1420,3017,4982,0,392,4937,157,7930,0,17488,0,6703
9fbcaf2b4f2d8d256ec96c9932ec7678,4842,4143,1838,2748,8714,1572,1987,8630,4186,2263,6793,1444,6411,453,925,1354,4374,3866,3803,4725,4227,4921,4485,537,2121,1886,1354,1757,1283,15268,3026,1703,3238,2761,9390,3679,6031,3765,4331,3717,3935,1924
72940429e43cf56f10ad363159ce43a5,13588,0,5957,0,11432,2086,0,0,11209,0,13838,3314,0,0,0,0,10706,0,10501,0,5164,0,664,0,1980,0,2397,0,823,7985,1648,0,0,2977,25191,0,9544,0,10386,0,6331,0
b19ab7ef7b10386b73438846c676a352,3095,8839,425,3970,397,96,2131,8937,455,7410,2348,588,6135,842,2663,4082,289,6491,783,2641,123,2972,119,376,874,3475,130,1516,715,6303,1285,1277,2016,238,1981,1908,683,2665,344,5603,145,2075
90dcb671f4f5cd24834bc47f47909894,1662,2968,628,3406,3616,707,1515,5873,2610,1894,5113,1222,5473,451,3303,5512,1607,1383,2768,2889,2059,2408,2472,3886,2284,2806,1275,2835,458,2972,865,1363,1463,976,2343,1483,1850,3493,1432,2004,1094,1438
f2f7432806f13a2cea00cef10763d283,5137,0,2991,0,8374,1492,0,0,8354,0,5646,1360,0,0,0,0,9279,0,3310,0,7831,0,117,0,72,0,1781,0,209,1286,325,0,0,2033,11048,0,8152,0,8664,0,8614,0
e5f57a1d32649362edbb883cd4369cba,4336,17,1498,0,12307,1739,6,20,4412,9,13353,2518,12,0,0,0,4482,8,4003,8,3071,0,944,123,602,87,1437,94,415,6077,1080,140,121,1509,4697,150,2399,0,3146,6,3079,0
3c4e6da263c28a852f3a2d8866ba8f85,5315,0,2499,0,14735,1613,0,0,5015,0,7303,1319,0,0,0,0,4715,0,6155,0,3910,0,416,0,56,0,1934,0,181,2217,342,0,0,1815,5699,0,2875,0,4958,0,4537,0
ba4ff6c17316205ee137a2af348d9a9c,1208,2369,311,1993,1180,289,1132,3663,1018,1467,4745,1125,4193,486,2086,3340,715,1417,1407,1985,672,1563,1552,2087,1488,1505,969,1125,317,2998,643,1016,938,383,975,1174,644,1459,473,1362,346,938
ea35519e4c13a1739b5ce09c2f57f134,944,3507,221,2513,804,110,1054,4808,327,1328,1448,294,4703,377,2482,3491,242,1848,648,3086,142,2645,1154,2792,924,1371,439,1551,212,2071,398,1064,1095,237,1124,1198,429,2023,259,1908,238,942
fdfb4390c22313935b1aac43900cf89c,574,2102,177,2090,978,194,1137,3910,743,1573,2968,658,3992,462,2320,3652,431,1378,848,2268,616,2041,1691,1937,1183,1312,679,1018,222,2222,547,1084,982,274,642,1108,495,1714,327,1280,360,907
50926f59348d2af58940233c3cd2e128,1922,57,591,16,3198,521,19,35,1453,22,6042,1255,14,0,21,0,3385,30,3171,0,3979,0,1143,69,641,207,805,140,292,3110,634,227,220,945,6070,371,4145,0,3018,61,2940,0
8ca7fbb08ac4460b9ceaf03fe73479a0,753,930,141,727,496,85,418,1634,578,492,6912,1788,2319,180,1591,3249,272,1076,1676,1738,421,1286,2214,2722,2185,1317,837,958,320,3316,652,1124,829,135,511,760,248,793,224,845,115,373
61d632b7115a98cfd166db9c01341549,40,2372,0,2640,0,0,1141,4668,0,2766,91,0,6555,630,4189,5777,0,1739,0,2297,16,2196,28,474,175,941,0,812,39,343,82,403,587,0,0,492,22,937,0,1962,0,655
d1f93de4fb16a3c51c3cbaf743da073d,180,12,26,0,1569,126,17,102,80,8,215,34,60,0,83,104,15,25,0,13,0,20,0,0,0,0,0,0,2437,30944,4050,0,0,1008,34,0,769,0,734,0,101,0
ac9e6338a90dcc08eec80f1073ce3cd1,628,819,120,534,580,99,648,2440,170,802,3408,687,3374,266,831,1093,222,1411,396,785,149,740,2030,2142,1573,1157,1454,683,482,6546,1214,778,743,75,407,916,124,305,166,661,87,441
4baf4e20fd9e065f34474f787f8bb495,2003,0,755,0,4800,713,0,0,1498,0,9092,1749,0,0,0,0,1517,0,2241,0,1318,0,1587,62,695,30,1459,13,307,3393,571,28,0,764,2673,12,1491,0,1605,0,1650,0
e5a98137ddc988e0b84fa8caa825ddc2,1263,30,752,39,3636,818,15,67,3828,48,2278,650,70,0,84,99,5183,44,637,19,4919,30,0,0,0,0,1052,0,0,128,0,0,0,915,3157,13,4351,13,3548,37,3903,0
58f4c1699829b44211db247fb78af30f,2020,0,951,0,6758,920,0,0,2872,0,5052,967,0,0,0,0,3222,0,2177,0,2652,0,92,0,10,0,280,0,76,716,128,0,0,1130,3590,0,2813,0,2555,0,2497,0
ab80aa6a6d79a3d92be11de5131588b3,1425,0,260,0,468,83,0,0,209,0,1425,245,0,0,0,0,123,0,823,0,271,0,13107,1920,5920,1102,2554,52,208,3015,595,124,0,125,1633,49,1347,0,693,0,722,0
e3c185d2c7d711f1ee939f24a55ef458,364,2420,29,1602,57,8,916,4067,39,1256,503,124,4114,282,2530,3276,29,1765,70,2763,25,2155,266,673,486,848,100,838,121,1220,216,610,690,31,205,597,89,991,15,1162,36,609
811b797249a35972ed8ecdc72f85e1ac,2071,0,885,0,5845,786,0,0,2049,0,3725,724,0,0,0,0,2090,0,1390,0,1607,0,283,15,144,6,584,11,299,3320,614,50,57,1131,4025,88,1969,4,1448,0,1924,0
55e993679c094f41c3fe3e21b98d44f6,98,868,0,817,47,0,533,2131,39,770,1055,260,3074,299,1944,4161,31,1145,134,2660,33,1862,1074,1559,1335,1296,158,1005,212,1529,324,1216,1084,0,53,739,24,1111,23,740,0,426
6ecf4d712b5d939be76bf12df53188b2,1203,988,335,515,651,128,352,1599,463,448,1938,367,1217,79,490,776,315,1056,750,453,198,604,2385,1763,1442,814,1276,629,344,3203,629,938,1185,323,1580,906,522,435,234,621,233,283
26003b1967897f52d7fa9580f50fe2d9,496,1824,35,1067,134,22,861,3971,36,744,1059,209,3567,295,1828,2414,71,612,230,1223,39,1195,759,1297,676,586,266,289,171,1956,302,647,508,39,247,895,106,961,35,1391,16,796
61261e863f96ec946da2301c5e59ceda,311,455,73,856,254,55,324,1513,98,325,6118,1418,646,67,940,972,671,445,1461,1546,368,1619,459,677,257,849,337,1251,76,656,139,1408,2036,35,304,1799,267,916,229,774,171,171
b2c4f9c1885b68975043b0cddc5b94f5,1338,938,138,1367,235,45,514,2183,144,1151,2854,591,2111,198,2501,3150,255,812,923,1846,93,1544,128,823,384,643,72,681,50,321,87,616,707,34,704,711,338,726,146,911,62,265
e1901bf38c29c7ecd3552fa3b19b6e5b,971,0,651,0,2288,367,0,0,1865,0,3568,656,0,0,0,0,3797,0,2350,0,2362,0,357,0,115,0,673,0,78,895,167,0,0,593,4234,6,2940,0,1678,0,2437,0
2a97b3be29547a5c08b831dad3c44b0b,213,3513,0,1587,0,0,860,3508,0,3136,163,0,2652,240,1124,1585,0,2236,0,1065,0,1320,0,145,212,1220,0,484,109,1044,207,402,647,0,103,628,61,1045,0,2010,0,823
0dd19f2c3bb759bba0ab411c357a9677,1434,4,489,0,3524,498,0,23,1459,0,6955,1277,0,0,0,0,1388,8,1448,0,840,0,738,158,471,50,668,58,361,3658,547,96,113,637,2164,199,976,0,636,7,654,0
2254682df5e48271de1302be391773d0,575,888,127,843,654,120,506,1523,553,678,2705,628,1755,177,1024,1574,398,518,782,817,417,755,1108,1142,768,718,561,586,155,1593,419,538,456,203,599,700,337,653,332,517,220,380
21b2c00844ecc6f1a06c975191cd957f,1760,0,715,0,6865,866,0,0,975,0,3113,527,0,0,0,0,1896,0,1556,0,1610,0,135,0,28,0,484,0,33,432,78,0,0,729,1844,0,1588,0,2189,0,2455,0
dbff350b06609845d5d80868c08b80b4,1464,0,550,0,3297,543,0,0,2373,0,3787,797,0,0,0,0,1586,0,2645,0,1847,0,184,0,85,0,354,0,55,690,131,0,0,877,2149,0,1539,0,1454,0,1072,0
de39339673e5b0b53f2e53f41c91ae59,273,2404,0,1153,58,0,639,2570,0,2429,259,70,2070,179,784,1264,0,1612,0,722,0,851,0,154,371,1755,0,809,135,1500,314,457,752,0,144,645,62,799,0,1429,0,584
4d068996634d51e2ecd4a65ca9e3b638,1313,0,568,0,3721,541,0,0,1589,0,3039,629,0,0,0,0,1752,0,1839,0,1552,0,269,0,110,0,370,0,89,653,128,0,0,819,2332,0,1447,0,2016,0,1609,0
70328d0af1617f424074d0004d836006,541,749,213,523,1404,210,229,690,949,321,1859,374,1026,138,407,766,790,501,1258,355,977,328,222,475,339,525,163,264,160,1775,378,330,276,303,608,321,559,329,850,426,457,378
d894bc779580ad7a6755e7486f4e238e,396,953,109,706,279,39,375,1221,378,601,1003,262,1476,254,872,1240,219,601,448,761,248,571,898,1029,670,589,293,390,222,1359,405,410,427,157,461,499,381,507,200,585,137,495
5c65758e470f60a7a5b1f18a73396255,893,241,372,156,1846,324,124,660,900,139,1270,266,389,0,93,164,973,271,611,318,907,337,618,51,277,198,209,183,187,2209,442,172,314,542,1809,405,1236,246,1027,227,943,119
8fb858de036d42ccac13024a4ba80c8b,93,688,0,731,42,0,621,3522,29,578,517,127,2224,144,1318,2049,0,578,60,1081,11,946,688,751,364,486,272,344,38,617,92,423,453,0,62,564,19,839,21,606,0,359
0c9a8dc81a591a5942872618d800b2b0,303,805,71,670,401,91,510,1565,281,560,1182,304,1550,190,848,1377,207,544,432,906,219,706,627,765,532,505,330,418,109,984,244,431,468,104,359,439,228,642,186,451,74,422
a02371ba8b9996dcd1b92d1ec7788eee,308,1105,0,728,137,0,450,1281,175,544,1027,293,1390,203,693,1357,159,860,412,759,109,640,163,599,331,633,0,403,219,1504,471,555,515,0,291,672,177,569,111,821,0,529
9f7febae86a59c6b975192dbcf31c131,36,543,0,415,113,20,683,3202,16,446,2455,417,1712,116,866,1198,85,432,164,1076,86,837,585,375,278,311,309,428,46,784,147,205,178,0,78,251,0,896,19,237,0,292
0a68ca3f85acee93c03bb6be5db9711b,665,0,356,0,2623,456,0,0,1626,0,2343,577,0,0,0,0,1609,0,2236,0,1637,0,87,0,0,0,173,0,49,423,85,0,0,547,1044,0,1050,0,1609,0,1017,0
b36b27a154d85cc300f0a1309e9534d5,262,1052,0,684,145,0,395,1121,152,529,934,301,1449,285,670,1218,80,709,379,659,146,524,206,617,265,675,0,461,237,1538,441,448,388,85,189,467,139,474,67,645,0,515
3e53ff2408ab3e19aea1e8eabeb82525,925,117,381,70,1917,316,176,322,433,204,1688,407,180,0,219,229,469,108,775,204,356,266,851,169,480,185,706,220,240,1163,417,202,177,376,1303,256,767,190,637,153,577,0
0024a80fc80812efa6cb5ac9f9f814f0,713,0,318,0,1519,227,0,0,1938,0,2223,561,0,0,0,0,971,0,2699,0,2261,0,213,0,112,0,526,0,23,292,59,0,0,483,864,0,899,0,1143,0,632,0
c0e5f65c0ec916814e2e353da96bcad8,83,1502,0,1094,28,0,478,1841,17,576,152,38,2179,208,1007,1391,0,681,23,1190,11,982,206,366,127,379,33,329,25,260,54,252,321,0,73,402,38,725,16,949,0,443
bc42e1c1d6a0851126d540af53cfae41,780,0,407,0,1573,243,0,0,1330,0,2118,429,0,0,0,0,882,0,1596,0,1158,0,139,0,0,0,217,0,53,681,140,0,0,531,1460,0,1033,0,813,0,690,0
789809d09249cdf278c06cb72deff4cb,0,403,0,398,0,0,731,3730,0,325,77,0,582,40,1298,1628,0,673,0,1765,0,1312,0,0,0,0,0,70,0,0,0,31,29,0,0,35,0,2416,0,287,0,268
31c41ccafd8a6c348793ccf99d84c0c8,678,0,419,0,3031,521,0,0,757,0,1065,248,0,0,0,0,1068,0,897,0,965,0,126,0,0,0,225,0,52,648,132,0,0,426,1027,0,1050,0,1185,0,1149,0
fad29ad93e8ca4c29f785971d43db43d,278,1286,126,463,585,61,269,1343,115,197,569,91,759,88,259,310,197,221,318,398,249,381,86,72,78,186,18,146,59,850,142,169,207,100,486,315,889,478,658,1052,585,363
8166eaa13426c8b6fb1bda982ec22864,636,186,291,88,1550,220,78,275,666,92,972,221,212,0,41,34,665,168,457,149,749,181,262,27,137,84,175,101,103,1266,197,73,156,375,1360,203,978,142,742,171,867,84
03802e3a81255b53c39b95d4050bf54d,379,711,41,432,62,0,358,1627,0,674,208,55,2072,170,466,512,0,706,94,386,0,416,88,292,179,410,40,238,107,1142,210,407,251,0,170,383,43,207,0,496,0,303
a1346c9879c7691e0f00155e92c3c10e,21,803,0,593,0,0,224,922,0,389,177,35,1704,164,817,1721,0,1012,22,799,0,609,33,703,92,558,5,198,31,333,62,440,223,0,0,221,0,297,0,701,0,306
93ae6d0438f91469038cc385d2226e0b,449,18,181,3,706,86,6,13,1099,17,2046,340,38,0,3,0,284,24,163,0,340,4,181,7,131,0,218,22,258,4243,775,73,132,204,958,138,373,0,266,12,192,7
69a4c1089d9222aad213c26f4ede7034,1149,256,358,109,730,135,80,170,633,210,1198,281,198,0,105,97,605,149,760,81,348,120,47,0,184,187,215,113,121,1040,227,0,118,224,1423,95,639,112,653,125,425,62
02863ced0296ef8ae6fc9628b617c589,536,0,317,0,1868,301,0,0,1534,0,643,185,0,0,0,0,762,0,813,0,1394,0,78,0,0,0,249,0,0,116,0,0,0,504,1064,0,1243,0,883,0,961,0
4cedd277de6dcedafcd1d41b1941c5c9,0,1637,0,710,0,0,332,1458,0,1251,0,0,1009,0,495,668,0,997,0,480,0,514,0,0,0,586,0,226,0,371,0,181,340,0,0,273,0,460,0,1076,0,370
d98cc5c1745fc1cf9ab426ff0f766d12,930,0,502,0,1172,183,0,0,1064,0,1227,322,0,0,0,0,1118,0,535,0,791,0,0,0,0,0,198,0,0,281,74,0,0,246,1763,0,996,0,1035,0,953,0
0d02d2ff2f8262b2efc0524711094f42,0,388,0,341,0,0,624,2790,0,409,32,0,1377,115,804,1032,0,439,0,1054,0,761,121,501,56,147,9,197,0,62,0,50,82,0,0,145,0,1059,0,247,0,302
c1b07c76fa5a6cd24a4b6776ed8903fb,0,655,0,417,0,0,182,842,0,984,0,0,810,65,285,401,0,316,0,246,0,296,0,0,509,2171,0,1111,149,1131,279,296,554,0,0,344,0,367,0,415,0,180
2d522f577d0ac7ef324c63a0c13601d1,177,515,0,380,153,0,236,646,176,311,761,186,721,164,504,710,148,332,266,472,0,404,270,322,309,397,80,273,126,1151,315,323,252,0,225,315,153,311,130,352,86,276
9940dcf59f28dbd1dfb675636bf1ccbf,1040,0,520,0,1069,208,0,0,1049,0,903,205,0,0,0,0,1065,0,563,0,772,0,0,0,0,0,179,0,0,237,63,0,0,289,2011,0,974,0,895,0,806,0
cd7c233066349c8c6db0de0cb212d5cf,37,273,0,260,12,0,104,492,0,189,470,98,887,82,484,1022,0,399,55,660,26,422,653,1578,801,581,78,405,86,881,137,323,209,0,17,179,0,353,14,257,0,97
31a951fee3f302fd2f521d2d48f37bb8,111,818,0,600,88,0,284,847,75,431,535,117,1150,121,611,869,81,573,136,483,71,390,159,320,106,293,49,188,70,589,149,255,236,28,151,275,59,344,52,558,0,326
9cf9dbc29cfd9e79d8260a69543c4ebd,277,350,94,274,243,90,209,464,262,205,930,256,591,89,285,525,214,281,422,263,192,230,436,519,352,292,245,183,116,1066,268,236,236,151,275,244,264,189,164,224,135,211
42499eecbab103ef5d13d79f570cd028,161,722,62,498,160,0,309,709,152,388,691,170,958,131,423,622,83,529,234,338,100,259,197,383,186,322,80,162,88,692,230,271,195,61,181,300,123,337,87,460,81,372
ae1133657437836fd70bfe5e6976f13f,267,574,153,346,466,149,143,481,518,231,683,166,719,63,351,593,317,452,581,247,320,207,110,279,65,199,97,80,53,494,156,191,141,187,410,197,362,176,258,363,203,267
6a19dc1d49afa7e0ef7911e732897922,495,0,237,0,1277,247,0,0,1186,0,1548,354,0,0,0,0,674,0,962,0,1009,0,168,31,79,0,213,0,40,370,59,0,0,356,602,0,655,0,685,0,513,0
f4d06f75396040d21e2bf0451bf1d4cd,596,77,265,55,910,189,0,70,869,48,1584,349,62,0,37,73,596,73,1071,36,690,27,78,71,62,47,111,0,0,586,120,0,30,294,891,38,728,37,479,50,384,38
5264ad174d09b7a2f5b7e9dc78c8a18a,316,0,0,0,233,0,0,0,0,0,1970,426,0,0,0,0,283,0,669,0,251,0,2926,324,164,127,261,0,95,1387,286,204,0,0,437,80,281,0,617,0,324,0
244ea4eb597fc4327f7172c5dd4149bb,0,934,0,568,0,0,134,937,0,290,73,23,1169,61,530,1141,0,430,0,599,0,543,86,504,327,587,51,338,23,340,61,205,131,3,8,236,0,233,0,641,0,333
7b6562bf3781e27d6d613b6ed0392033,0,1068,0,681,0,0,364,1637,0,411,13,0,1958,132,522,668,0,284,0,370,0,352,0,272,25,693,0,124,19,266,51,172,90,0,3,225,0,222,0,465,0,447
8b8882975ba9bbacd189f4b111319ddb,207,399,44,332,100,27,192,1042,156,276,562,86,1057,73,491,822,55,350,195,635,38,467,105,199,226,354,114,355,40,569,83,202,210,82,172,177,120,300,23,223,46,184
e6784dadbb6df84a1e47c271425b11c2,621,465,0,143,270,57,363,1626,0,468,0,0,1561,150,536,708,0,168,0,208,0,203,147,170,0,108,0,233,0,274,49,191,285,0,82,490,87,404,102,469,234,197
9f471c3419703893b58719f25eb1f743,386,0,169,0,1501,216,0,0,1035,0,934,216,0,0,0,0,803,0,1133,0,966,0,39,0,0,0,142,0,18,182,53,0,0,268,626,0,796,0,726,0,625,0
6ac1056c6620c25c7b83e7bb2b2d29ef,467,463,86,316,190,0,205,536,189,476,482,116,380,82,214,272,138,405,178,194,114,252,0,126,132,652,0,233,125,1216,271,205,288,0,353,263,169,217,173,309,148,157
d67e8c2f3cc782c7c3878f314f5fa38f,445,0,174,0,1131,231,0,0,843,0,1572,395,0,0,0,0,690,0,1107,0,704,0,134,0,76,0,222,0,42,546,124,0,0,227,554,0,522,0,554,0,432,0
4a5a9e51174e397fbadaa9dd987c3e38,0,935,0,597,0,0,286,888,0,350,0,0,779,194,462,542,0,300,0,588,0,485,199,335,242,277,46,228,43,243,86,165,250,0,0,373,0,581,0,557,0,383
b5ca734f5590215036acc5b77077cf35,866,0,362,0,2071,213,0,0,606,0,1053,176,0,0,0,0,568,0,732,0,467,0,40,0,15,0,223,0,0,300,47,0,0,236,792,0,338,0,575,0,561,0
e45acf3c0182ca417cbd9087ed3aafc1,0,474,0,202,0,0,234,997,0,315,999,203,937,62,94,173,0,88,0,124,0,158,187,162,100,337,15,531,56,604,110,1697,560,0,0,296,0,95,0,187,0,133
1ce842f19fe2af0edbd205736191ddc8,1311,0,341,0,1878,280,46,102,156,61,408,73,151,0,77,66,264,0,663,0,262,60,0,0,24,0,94,0,33,396,79,0,0,45,179,0,142,0,1537,0,1383,0
13e29b2ed1e55357cf522837b8e53cdf,0,588,0,429,0,0,259,1141,0,267,0,0,1265,101,614,861,0,311,0,767,0,649,84,184,92,188,0,181,19,202,79,219,274,0,0,258,0,382,0,399,0,217
22e952e82e9ff97da63edd67ac7589f4,0,375,0,219,0,0,246,1129,0,168,0,0,632,64,649,760,0,625,0,1595,0,1685,0,420,0,219,0,168,0,0,0,68,0,0,0,204,0,288,0,293,0,172
d749c054a741c86c1e2285d7350ca83e,394,0,187,0,1490,218,0,0,618,0,1274,228,0,0,3,0,370,0,480,0,463,0,277,119,168,26,329,9,41,556,111,14,18,203,633,53,365,0,307,0,381,0
0b2d4a7c2a2b1717996f34cda04a6efa,0,320,0,382,0,0,472,1981,0,386,0,0,513,83,307,447,0,332,0,1463,0,1748,0,11,0,75,0,160,0,10,0,0,0,0,0,22,0,279,0,124,0,176
dd86a135d7120cba3981015870c5f5a3,148,325,0,431,38,0,256,754,0,549,198,0,1461,151,1189,1357,73,452,100,410,41,322,0,0,0,65,0,62,0,62,0,52,53,0,100,67,0,122,0,288,0,81
2e41b07f93953bcf9d842f5cbd863655,341,0,153,0,1040,149,0,0,685,0,1127,336,0,0,0,0,710,0,971,0,679,0,35,0,0,0,84,0,0,199,39,0,0,234,488,0,563,0,725,0,505,0
fe43f14eed815679c900d9d99691d609,184,109,83,155,252,46,114,363,290,170,721,166,430,0,346,551,138,142,351,243,211,236,345,151,174,114,72,130,57,586,130,282,280,152,289,187,226,127,124,93,127,95
397bbeb3ae5654392537df9e2d9cd706,0,431,0,378,0,0,224,684,0,296,0,0,528,102,513,625,0,390,0,564,0,519,156,355,155,303,0,232,56,290,85,275,302,0,0,358,0,423,0,471,0,294
d7f6a65493708dde4a72f06bc9f01ff8,635,529,65,237,52,0,142,561,113,480,543,118,428,0,178,270,57,392,140,162,0,157,0,0,0,264,0,104,132,1326,215,79,138,0,403,150,143,185,0,254,0,126
85f04e96124d2e346f6c31f858fbd3ea,0,219,0,227,0,0,400,2232,0,174,396,66,349,25,458,517,0,278,0,741,0,504,60,46,27,16,0,39,0,0,0,31,36,0,0,65,0,1430,0,224,0,144
ced6c526f2223c465fca0a59aa3b463d,344,385,110,297,480,105,139,627,195,151,427,0,531,0,298,378,228,235,317,347,122,330,0,0,0,106,0,148,0,206,0,114,144,129,396,119,212,294,158,226,127,131
e6412d3057f1e1729b663093ad83c170,215,0,78,0,1591,287,16,83,387,27,1078,212,62,0,18,27,346,29,339,0,262,16,115,22,0,0,336,33,0,1007,176,106,60,335,552,38,323,0,177,8,172,0
8c7ca0f51253ec20414b6a1740110ea9,0,133,0,246,0,0,166,643,0,280,67,0,327,27,518,678,0,109,0,258,0,247,53,666,73,251,0,629,0,34,0,870,1146,0,12,484,0,377,0,183,0,46
fe734b4c964248be94909ad86c8242ef,0,519,0,371,0,0,320,1418,0,348,73,0,1022,109,357,520,0,280,0,432,0,332,35,56,51,145,0,175,65,412,96,241,300,0,0,186,0,224,0,214,0,165
3e13123af9ae538e3c30bf8fa6fb7b2b,280,0,91,0,1381,137,0,0,461,0,1117,208,0,0,0,0,644,0,364,0,378,0,168,16,28,0,153,0,51,493,62,5,0,271,1026,0,554,0,205,0,309,0
e824e963ae4d955c81c1135b67fb52c4,388,0,132,0,309,45,0,0,713,0,1965,538,0,0,0,0,287,0,1150,0,577,0,155,42,237,5,333,0,32,247,53,0,0,172,286,0,268,0,258,0,142,0
7313aa7056f3fe0ffdfa743f4aea7794,0,447,0,492,0,0,179,697,0,44,0,0,253,17,289,397,0,653,0,1717,0,1059,17,258,9,71,0,113,0,0,0,9,9,0,0,97,0,591,0,535,0,318
86169f2cc86a6569639b30f65422544e,0,555,0,669,0,0,0,750,0,485,0,0,796,0,626,882,0,202,0,608,0,555,0,0,0,329,0,343,0,0,0,238,282,0,0,253,0,308,0,376,0,0
38fa7e0e9f99ce6d0a4da5ceb8c9b68a,0,381,0,302,0,0,232,542,0,316,159,0,660,0,438,797,0,330,0,454,0,398,153,171,161,258,0,189,0,447,188,260,278,0,0,277,0,270,0,312,0,231
f2c4e562d8a17ddcce2779e8213aad95,379,228,87,145,397,93,116,305,124,159,649,155,269,28,164,200,136,169,279,145,108,183,172,105,167,113,187,71,75,791,176,103,150,109,252,247,212,122,142,219,124,89
6ac6da0297598124cec8cf9c6a561ebe,0,306,0,268,0,0,416,1798,0,320,0,0,1913,189,453,619,0,192,0,404,0,487,0,0,0,0,0,13,0,0,0,21,9,0,0,43,0,176,0,314,0,143
784d9d321d3c38e0c87a159cb291fdb1,484,0,128,0,581,96,0,0,619,0,1435,286,0,0,0,0,364,0,806,0,496,0,118,0,83,0,154,0,42,501,113,0,0,206,497,0,475,0,338,0,240,0
b58adf1aacccbdc8b9bd948e645a1191,359,0,105,0,1155,123,0,0,332,0,1410,194,0,0,0,0,522,0,371,0,443,0,97,0,47,0,253,0,54,800,97,5,0,180,475,0,258,0,311,0,455,0
b83f660b8c34feeb8a26668526d383d9,69,428,0,349,99,0,146,426,63,216,291,0,479,102,263,409,0,232,119,297,82,258,154,414,191,500,53,391,0,405,81,248,193,50,79,158,54,157,0,234,0,177
ec1d9edf94fbae7d87f19e3568c9e4a2,0,505,0,317,0,0,166,858,0,262,76,13,886,69,310,452,0,199,0,307,0,263,103,81,31,230,0,204,48,806,142,225,300,0,0,223,0,215,0,274,0,190
e30d7a10da2ee833c6204f2175a64925,0,274,0,281,0,0,160,818,0,160,0,0,833,49,678,1405,0,243,0,887,0,677,0,229,76,0,0,93,0,0,0,142,98,0,0,120,0,205,0,199,0,111
68c2ccdfb5ae3fd3cd2ac02e457cdd0e,96,0,55,0,1185,126,0,0,707,0,580,96,0,0,0,0,490,0,397,0,434,0,63,0,2,0,103,0,58,625,131,0,0,556,993,0,620,0,170,0,150,0
eda602583dff2fcdad1a3c6b23672bc3,0,361,0,302,0,0,218,1077,0,252,50,0,1116,135,400,530,0,203,0,557,0,429,55,149,67,138,0,168,0,119,0,141,173,0,0,145,0,365,0,210,0,155
423c00b59775e45ecd3d2366cd30ffaf,120,302,0,276,116,0,172,547,99,228,436,138,637,0,353,562,0,186,126,306,0,259,225,326,207,226,114,136,0,437,0,148,130,0,0,173,0,275,0,212,0,0
53af4244c37719a4f7a9d5190a5432d8,306,0,148,0,701,144,0,0,655,0,1051,223,0,0,0,0,430,0,807,0,510,0,98,0,0,0,77,0,71,322,117,0,0,189,574,0,483,0,336,0,217,0
cb27d21e9788ec8b066760f80b116084,95,0,43,0,465,86,34,66,315,0,886,191,68,0,0,0,213,0,472,0,156,0,79,46,207,60,156,127,107,1298,268,249,187,398,786,61,190,26,61,0,50,0
130d54ec81b0a229925ebaab549a7556,15,0,0,0,0,0,21,46,0,0,37,0,33,0,3163,4005,21,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,9,0,0,14,0,0,0,0
429cbc16900b0182c399d241c25979cc,165,99,195,246,333,74,150,499,110,77,401,66,175,22,626,830,97,93,207,44,127,60,52,0,32,70,19,54,45,595,131,22,56,43,311,65,242,71,252,224,273,128
22291f9c4fd4c09b7c1c77a09190bed5,253,66,128,60,413,130,49,153,324,74,967,290,150,0,77,101,224,69,339,95,207,70,190,140,125,76,167,106,73,465,117,85,105,155,440,90,237,69,149,34,191,29
