name	edge_num	taxon	like_weight_ratio
seq17300	1367	mel	1
seq18163	1367	mel	1
seq27723	1367	mel	1
seq19635	1367	mel	1
seq34581	1367	mel	1
seq34574	1367	mel	1
seq42987	1372	mel	0.501927
seq22095	1367	mel	1
seq8367	1367	mel	1
seq22458	1367	mel	1
seq37377	1367	mel	1
seq20297	1367	mel	0.728681
seq58859	1367	mel	1
seq3047	1367	mel	1
seq3279	1367	mel	1
seq26780	1367	mel	1
seq56576	1367	mel	1
seq31753	1367	mel	1
seq51151	1367	mel	1
seq27194	1367	mel	1
seq30752	1367	mel	1
seq32364	1367	mel	1
seq36266	1367	mel	1
seq59767	1367	mel	1
seq27063	1367	mel	0.849096
seq9454	1367	mel	1
seq35806	1367	mel	1
seq18103	1367	mel	0.559084
seq27200	1367	mel	1
seq20204	1367	mel	1
seq18231	1367	mel	1
seq30927	1367	mel	1
seq21475	1367	mel	1
seq16810	1367	mel	1
seq7986	1367	mel	0.972852
seq7744	1367	mel	1
seq49110	1372	mel	0.605646
seq22612	1367	mel	1
seq6372	1367	mel	1
seq32241	1367	mel	1
seq26594	1372	mel	0.502817
seq3103	1367	mel	1
seq28812	1367	mel	1
seq10337	1367	mel	1
seq27040	1367	mel	1
seq35398	1367	mel	1
seq23594	1367	mel	1
seq13271	1367	mel	1
seq59663	1367	mel	1
seq37936	1367	mel	0.832277
seq30516	1367	mel	1
seq17237	1367	mel	1
seq28330	1367	mel	1
seq4694	1369	mel	0.650524
seq12847	1367	mel	1
seq26548	1367	mel	1
seq13124	1367	mel	1
seq8487	1367	mel	1
seq13909	1372	mel	0.546305
seq39987	1367	mel	1
seq60071	1367	mel	1
seq5877	1367	mel	1
seq53217	1367	mel	1
seq22926	1367	mel	0.898718
seq29704	1367	mel	1
seq41184	1367	mel	1
seq22690	1367	mel	1
seq4364	1367	mel	1
seq22024	1367	mel	1
seq2664	1367	mel	1
seq32354	1367	mel	1
seq27938	1367	mel	1
seq19163	1367	mel	1
seq60610	1367	mel	1
seq27774	1367	mel	1
seq19759	1367	mel	1
seq13976	1367	mel	1
seq8966	1367	mel	1
seq4577	1367	mel	1
seq36292	1367	mel	1
seq26668	1367	mel	1
seq32179	1371	mel	0.581649
seq22494	1367	mel	1
seq23589	1367	mel	1
seq4490	1367	mel	1
seq8033	1367	mel	1
seq29838	1367	mel	1
seq51130	1367	mel	1
seq19552	1367	mel	0.989695
seq17225	1367	mel	1
seq26963	1367	mel	1
seq40489	1367	mel	1
seq22999	1367	mel	1
seq19565	1367	mel	1
seq23809	1367	mel	1
seq9720	1367	mel	0.955553
seq35878	1367	mel	1
seq41754	1367	mel	1
seq10772	1372	mel	0.712176
seq14198	1367	mel	1
seq7044	1367	mel	1
seq23871	1367	mel	1
seq59895	1367	mel	1
seq25410	1367	mel	1
seq21149	1367	mel	1
seq17838	1367	mel	1
seq8191	1367	mel	1
seq18183	1367	mel	1
seq60385	1367	mel	1
seq20127	1372	mel	0.480098
seq5364	1367	mel	1
seq56586	1367	mel	1
seq2257	1367	mel	1
seq8839	1367	mel	1
seq5921	1367	mel	1
seq62814	1367	mel	1
seq10703	1367	mel	1
seq3321	1367	mel	1
seq27531	1367	mel	1
seq18754	1367	mel	1
seq36389	1367	mel	1
seq6478	1367	mel	1
seq29804	1367	mel	1
seq41199	1369	mel	0.538344
seq26664	1367	mel	1
seq29356	1367	mel	1
seq7792	1367	mel	1
seq8094	1367	mel	0.969807
seq28440	1367	mel	1
seq46470	1367	mel	1
seq13502	1367	mel	1
seq37625	1371	mel	0.599457
seq9927	1367	mel	1
seq51072	1367	mel	1
seq13840	1367	mel	1
seq37529	1367	mel	0.978719
seq49046	1367	mel	1
seq35372	1367	mel	1
seq27244	1367	mel	1
seq7346	1367	mel	1
seq25721	1367	mel	1
seq30244	1367	mel	1
seq60775	1367	mel	1
seq13408	1367	mel	1
seq42613	1367	mel	1
seq18432	1367	mel	1
seq16837	1367	mel	1
seq8832	1367	mel	1
seq20688	1367	mel	1
seq16889	1367	mel	1
seq14147	1367	mel	1
seq8290	1367	mel	1
seq27230	1367	mel	1
seq20914	1374	"NA"	0.483711
seq26605	1367	mel	0.922166
seq2007	1367	mel	1
seq25938	1367	mel	1
seq3593	1367	mel	1
seq3256	1367	mel	0.97757
seq27992	1367	mel	1
seq29166	1367	mel	1
seq22775	1371	mel	0.831091
seq51071	1367	mel	1
seq32231	1377	mel	0.629923
seq41758	1367	mel	1
seq23659	1367	mel	0.686009
seq33731	1367	mel	1
seq30919	1367	mel	1
seq31577	1367	mel	1
seq27391	1367	mel	1
seq7147	1367	mel	1
seq4234	1367	mel	1
seq4698	1367	mel	1
seq30955	1367	mel	1
seq19998	1367	mel	1
seq12285	1367	mel	1
seq8063	1367	mel	1
seq18689	1367	mel	1
seq6629	1367	mel	1
seq26730	1367	mel	1
seq42661	1369	mel	0.649715
seq13557	1367	mel	1
seq14209	1371	mel	0.616729
seq5948	1367	mel	1
seq6349	1367	mel	1
seq25181	1367	mel	1
seq22730	1367	mel	1
seq22396	1367	mel	1
seq29914	1367	mel	1
seq17930	1367	mel	1
seq19468	1367	mel	1
seq8028	1367	mel	1
seq13929	1367	mel	1
seq9113	1367	mel	0.827048
seq10999	1367	mel	1
seq5369	1367	mel	1
seq20182	1367	mel	1
seq6325	1377	mel	0.674702
seq27476	1367	mel	1
seq56703	1367	mel	1
seq37436	1367	mel	1
seq20356	1367	mel	1
seq7521	1367	mel	1
seq17226	1367	mel	1
seq30895	1367	mel	1
seq29230	1367	mel	1
seq29568	1367	mel	1
seq8388	1367	mel	0.535838
seq42354	1367	mel	1
seq19204	1367	mel	1
seq29300	1367	mel	0.785331
seq18853	1367	mel	1
seq19248	1367	mel	1
seq18015	1367	mel	1
seq25248	1367	mel	1
seq4121	1367	mel	1
seq29521	1367	mel	1
seq37635	1367	mel	1
seq29207	1367	mel	1
seq54774	1367	mel	1
seq8032	1367	mel	1
seq9674	1367	mel	1
seq30043	1367	mel	0.723235
seq9938	1367	mel	1
seq36310	1367	mel	1
seq19736	1367	mel	1
seq10438	1367	mel	1
seq34712	1372	mel	0.492689
seq35441	1367	mel	1
seq27367	1367	mel	1
seq4416	1367	mel	1
seq7281	1367	mel	1
seq19767	1367	mel	1
seq9047	1367	mel	1
seq16620	1367	mel	1
seq9642	1367	mel	1
seq17377	1367	mel	1
seq6405	1367	mel	1
seq5235	1367	mel	1
seq18900	1367	mel	1
seq50980	1367	mel	1
seq29570	1367	mel	1
seq13405	1367	mel	1
seq14053	1367	mel	1
seq2668	1367	mel	1
seq35785	1367	mel	1
seq8036	1372	mel	0.985992
seq24422	1367	mel	1
seq6840	1367	mel	1
seq27410	1367	mel	1
seq53679	1367	mel	1
seq5107	1367	mel	1
seq13014	1367	mel	1
seq3533	1367	mel	1
seq40487	1367	mel	1
seq22643	1367	mel	1
seq37232	1367	mel	1
seq30399	1372	mel	0.845372
seq14408	1374	"NA"	0.248659
seq7602	1369	mel	0.716885
seq6298	1374	"NA"	0.242834
seq13100	1372	mel	0.705053
seq26199	1372	mel	0.248037
seq9347	1373	mel	0.945151
seq7368	1373	mel	0.899389
seq6863	1374	"NA"	0.244938
seq30827	1371	mel	0.663805
seq37734	1374	"NA"	0.255517
seq6895	1369	mel	0.581747
seq42855	1371	mel	0.720855
seq6471	1369	mel	0.667838
seq19255	1369	mel	0.985599
seq42754	1372	mel	0.663688
seq42935	1365	mel	0.86316
seq6498	1369	mel	0.749125
seq5881	1365	mel	0.891731
seq19109	1369	mel	0.635187
seq8131	1369	mel	0.489599
seq26339	1365	mel	0.958561
seq29010	1365	mel	0.792742
seq61464	1369	mel	0.285066
seq26231	1369	mel	0.798777
seq27420	1369	mel	0.966045
seq20678	1367	mel	0.328966
seq36402	1369	mel	0.272527
seq14090	1365	mel	0.849163
seq37691	1365	mel	0.876016
seq9566	1365	mel	0.842978
seq42378	1365	mel	0.770265
seq12810	1369	mel	0.484829
seq10463	1369	mel	0.556859
seq13692	1365	mel	0.475825
seq30837	1365	mel	0.809917
seq21763	1365	mel	0.820998
seq30759	1369	mel	0.976393
seq6793	1369	mel	0.530039
seq9235	1365	mel	0.601325
seq16990	1365	mel	0.521278
seq42770	1365	mel	0.89221
seq6945	1365	mel	0.480319
seq17984	1374	"NA"	0.364026
seq6758	1369	mel	0.785359
seq6913	1365	mel	1
seq3331	1365	mel	0.611242
seq35672	1369	mel	0.567129
seq14166	1369	mel	0.96879
seq14472	1369	mel	0.503512
seq37608	1367	mel	0.411134
seq8353	1365	mel	0.40556
seq10654	1367	mel	0.670783
seq62368	1365	mel	0.968658
seq22277	1365	mel	0.967143
seq20850	1365	mel	0.833445
seq41287	1365	mel	0.781836
seq40575	1369	mel	0.304461
seq36509	1369	mel	0.810936
seq8800	1377	mel	0.843541
seq9399	1369	mel	0.974955
seq17277	1369	mel	0.668643
seq30444	1369	mel	0.516024
seq8758	1374	"NA"	0.5144
seq17296	1367	mel	0.19576
seq8146	1371	mel	0.385812
seq40810	1369	mel	0.971535
seq21468	1365	mel	0.904591
seq49069	1369	mel	0.820535
seq29034	1369	mel	0.719662
seq36244	1365	mel	0.891126
seq30853	1365	mel	0.479504
seq13871	1369	mel	0.809831
seq18159	1365	mel	0.412819
seq6274	1365	mel	0.850473
seq7124	1365	mel	0.825132
seq30530	1365	mel	0.796254
seq31691	1365	mel	0.66771
seq20210	1367	mel	0.2787
seq25502	1369	mel	0.349412
seq9149	1369	mel	0.783527
seq20534	1369	mel	0.256055
seq31120	1369	mel	0.98929
seq29285	1365	mel	0.990061
seq6202	1365	mel	0.803336
seq42692	1365	mel	1
seq37682	1365	mel	1
seq6815	1365	mel	0.864496
seq17405	1377	mel	0.868351
seq17039	1369	mel	0.635721
seq20842	1365	mel	0.875312
seq40838	1365	mel	0.802436
seq35405	1365	mel	0.768287
seq5374	1367	mel	0.242534
seq4053	1365	mel	0.964279
seq27315	1365	mel	0.976824
seq31367	1369	mel	0.949721
seq40706	1369	mel	0.968105
seq4809	1365	mel	0.696106
seq4957	1365	mel	1
seq20498	1365	mel	0.621497
seq12864	1365	mel	0.891769
seq55493	1372	mel	0.616157
seq17915	1374	"NA"	0.350387
seq17373	1369	mel	0.989712
seq36217	1371	mel	0.32539
seq19589	1365	mel	0.379473
seq21243	1371	mel	0.662771
seq56408	1365	mel	0.979785
seq29289	1369	mel	0.590078
seq17343	1365	mel	0.976735
seq30111	1369	mel	0.349412
seq55400	1365	mel	0.617745
seq61196	1365	mel	0.854524
seq6992	1369	mel	0.718936
seq35328	1365	mel	0.971657
seq6483	1372	mel	0.399803
seq10981	1369	mel	0.303506
seq32024	1365	mel	0.803263
seq13465	1365	mel	0.358071
seq10677	1367	mel	0.339905
seq26380	1365	mel	0.885586
seq36463	1372	mel	0.48396
seq31376	1374	"NA"	0.354985
seq18219	1365	mel	0.68894
seq20348	1365	mel	1
seq28877	1365	mel	0.65289
seq8021	1367	mel	0.350764
seq8643	1372	mel	0.401745
seq28637	1369	mel	0.95015
seq13497	1365	mel	0.619672
seq13571	1365	mel	1
seq27006	1369	mel	0.503551
seq29163	1369	mel	0.366822
seq30163	1365	mel	0.824191
seq33255	1369	mel	0.956739
seq42199	1365	mel	0.96998
seq53538	1367	mel	0.984136
seq20585	1365	mel	0.689782
seq20627	1371	mel	0.357759
seq31161	1367	mel	0.196476
seq30825	1365	mel	0.981894
seq28235	1369	mel	0.572204
seq35877	1365	mel	0.956947
seq4940	1369	mel	0.333196
seq24849	1369	mel	0.73626
seq6394	1369	mel	0.332259
seq27801	1365	mel	0.423051
seq26954	1365	mel	0.803336
seq36410	1365	mel	1
seq10194	1374	"NA"	0.369192
seq10179	1365	mel	1
seq5442	1365	mel	0.821331
seq34532	1369	mel	0.631978
seq32503	1373	mel	0.21622
seq5058	1365	mel	0.652016
seq6361	1369	mel	0.465736
seq26760	1365	mel	0.898251
seq9043	1369	mel	0.422713
seq30497	1369	mel	0.45654
seq7458	1365	mel	0.882504
seq14382	1369	mel	0.973072
seq17146	1372	mel	0.439054
seq31735	1365	mel	0.647207
seq17701	1365	mel	0.969093
seq17072	1369	mel	0.618486
seq37665	1369	mel	0.947973
seq41707	1369	mel	0.348806
seq23496	1365	mel	0.350266
seq21108	1372	mel	0.794824
seq49089	1369	mel	0.612517
seq41352	1365	mel	0.610527
seq42522	1367	mel	0.614785
seq29335	1369	mel	0.645071
seq14463	1365	mel	0.708401
seq8753	1365	mel	0.602248
seq19715	1365	mel	0.423337
seq51179	1369	mel	0.44484
seq28470	1365	mel	0.862003
seq30617	1374	"NA"	0.454792
seq36471	1369	mel	0.9363
seq9201	1365	mel	0.981712
seq29333	1365	mel	0.79385
seq17487	1365	mel	0.704079
seq19807	1369	mel	0.40296
seq62240	1365	mel	0.768108
seq61968	1365	mel	0.844337
seq22590	1369	mel	0.306548
seq10774	1365	mel	1
seq40823	1369	mel	0.977643
seq19902	1369	mel	0.398766
seq17789	1369	mel	0.573355
seq65281	1374	"NA"	0.577904
seq23194	1371	mel	0.864002
seq5735	1365	mel	0.773656
seq6820	1371	mel	0.833151
seq8708	1371	mel	0.870812
seq5229	1365	mel	0.854057
seq49036	1372	mel	0.47332
seq31726	1362	mel	0.947727
seq14268	1365	mel	0.957688
seq21373	1365	mel	0.828156
seq8001	1371	mel	0.985313
seq31925	1365	mel	0.919229
seq8603	1367	mel	0.969204
seq53321	1365	mel	0.949856
seq34715	1365	mel	0.854768
seq35755	1365	mel	0.948734
seq13417	1365	mel	0.958613
seq14027	1365	mel	0.957644
seq14231	1365	mel	0.949206
seq51010	1362	mel	1
seq13576	1365	mel	0.948828
seq35433	1365	mel	0.876245
seq10466	1365	mel	0.706148
seq17156	1361	mel	0.278331
seq8019	1361	mel	1
seq5665	1361	mel	1
seq30320	1361	mel	1
seq21272	1361	mel	1
seq17230	1361	mel	1
seq22611	1361	mel	0.920434
seq8278	1369	mel	0.661191
seq8195	1369	mel	0.970279
seq36505	1361	mel	0.694437
seq2846	1361	mel	0.942003
seq14120	1369	mel	0.617296
seq21358	1369	mel	0.970557
seq13225	1369	mel	0.964329
seq8779	1369	mel	0.787814
seq9192	1371	mel	0.476608
seq36555	1369	mel	0.568393
seq56922	1361	mel	0.657458
seq22232	1369	mel	0.742322
seq29585	1361	mel	1
seq53911	1365	mel	0.393181
seq843	1369	mel	0.624032
seq13496	1361	mel	0.981028
seq53951	1361	mel	0.964256
seq19995	1361	mel	1
seq26254	1361	mel	1
seq28666	1361	mel	0.91424
seq20446	1367	mel	0.984257
seq37279	1369	mel	0.745696
seq7762	1369	mel	0.354202
seq9663	1361	mel	0.985575
seq23520	1369	mel	0.560408
seq7355	1361	mel	1
seq20543	1361	mel	1
seq37931	1369	mel	0.731356
seq37572	1369	mel	0.913358
seq7585	1361	mel	1
seq26782	1361	mel	0.955364
seq32565	1361	mel	0.860788
seq5822	1361	mel	1
seq19320	1369	mel	0.505586
seq7501	1361	mel	1
seq26287	1369	mel	0.603791
seq8985	1361	mel	0.687375
seq14047	1361	mel	1
seq14283	1365	mel	0.383713
seq18240	1361	mel	1
seq17081	1369	mel	0.593577
seq28374	1367	mel	0.810271
seq3097	1361	mel	0.942013
seq26980	1369	mel	0.543817
seq31949	1361	mel	0.474183
seq6615	1361	mel	1
seq28457	1369	mel	0.801675
seq23864	1365	mel	0.656722
seq21778	1361	mel	1
seq22827	1367	mel	0.948779
seq19740	1361	mel	1
seq4079	1361	mel	0.724863
seq8747	1369	mel	0.439687
seq7457	1365	mel	0.467412
seq13159	1365	mel	0.562362
seq59851	1361	mel	1
seq22812	1367	mel	0.6648
seq20215	1361	mel	0.966154
seq10771	1367	mel	0.585332
seq8982	1361	mel	1
seq26241	1361	mel	0.901345
seq5971	1361	mel	1
seq21726	1361	mel	0.769132
seq8337	1361	mel	1
seq37531	1361	mel	1
seq6857	1365	mel	0.589482
seq31870	1367	mel	0.808028
seq17844	1361	mel	0.921406
seq9680	1361	mel	1
seq31881	1361	mel	0.510265
seq14327	1372	mel	0.336775
seq42599	1365	mel	0.657501
seq9684	1361	mel	1
seq32646	1377	mel	0.640755
seq6862	1361	mel	0.252323
seq17584	1361	mel	0.847436
seq63274	1361	mel	1
seq20206	1361	mel	0.988264
seq4667	1361	mel	0.98967
seq13637	1369	mel	0.377789
seq5767	1369	mel	0.987526
seq17457	1361	mel	1
seq28646	1369	mel	0.987709
seq25143	1361	mel	1
seq3765	1361	mel	0.988726
seq35745	1367	mel	0.53357
seq21158	1361	mel	1
seq55914	1361	mel	0.904388
seq8893	1361	mel	0.976888
seq19996	1361	mel	1
seq7662	1361	mel	1
seq32505	1361	mel	1
seq8930	1361	mel	0.891887
seq31814	1369	mel	0.62272
seq27631	1361	mel	0.67377
seq61385	1361	mel	0.988307
seq4729	1361	mel	1
seq53973	1361	mel	1
seq14433	1361	mel	0.226327
seq13162	1361	mel	0.339797
seq28282	1371	mel	0.246398
seq19280	1365	mel	0.54595
seq14177	1369	mel	0.320714
seq62079	1369	mel	0.515942
seq17460	1361	mel	0.980699
seq17959	1361	mel	0.988096
seq41270	1369	mel	0.67222
seq7801	1361	mel	0.907647
seq7697	1361	mel	1
seq30287	1361	mel	0.669576
seq5677	1361	mel	0.47306
seq53907	1361	mel	0.717974
seq8488	1362	mel	0.550258
seq61101	1365	mel	0.356528
seq31497	1369	mel	0.975506
seq34583	1361	mel	0.946397
seq16531	1369	mel	0.644638
seq13993	1361	mel	1
seq17101	1361	mel	1
seq27318	1365	mel	0.79182
seq26977	1361	mel	0.987385
seq17994	1361	mel	0.934776
seq19445	1361	mel	1
seq3569	1369	mel	0.62938
seq27481	1369	mel	0.644413
seq33393	1369	mel	0.979468
seq31058	1369	mel	0.625182
seq13672	1372	mel	0.265421
seq8547	1361	mel	0.889463
seq11014	1371	mel	0.355183
seq32075	1365	mel	0.511944
seq20623	1365	mel	0.823545
seq8675	1361	mel	0.969769
seq28387	1369	mel	0.390008
seq6387	1361	mel	0.980713
seq6096	1361	mel	1
seq26107	1361	mel	0.975624
seq18247	1371	mel	0.986696
seq30053	1365	mel	0.413308
seq10855	1365	mel	0.377323
seq9393	1361	mel	0.921418
seq30531	1361	mel	0.55262
seq41769	1369	mel	0.595516
seq21773	1369	mel	0.836769
seq9037	1361	mel	1
seq37655	1369	mel	0.872845
seq16772	1361	mel	0.955515
seq21603	1369	mel	0.432228
seq18891	1361	mel	0.875244
seq42239	1369	mel	0.453408
seq5631	1369	mel	0.888149
seq4003	1361	mel	0.958899
seq62346	1361	mel	0.853722
seq35285	1369	mel	0.78429
seq2390	1361	mel	0.849149
seq17813	1361	mel	1
seq13934	1367	mel	0.977555
seq6253	1369	mel	0.943182
seq18192	1369	mel	0.355104
seq7835	1369	mel	0.773888
seq26132	1361	mel	0.414251
seq28936	1361	mel	0.739359
seq29112	1369	mel	0.964351
seq17224	1367	mel	0.968158
seq16637	1369	mel	0.282392
seq63254	1361	mel	1
seq6237	1369	mel	0.672471
seq29338	1361	mel	0.980786
seq35287	1361	mel	0.484292
seq4286	1369	mel	0.663333
seq25663	1367	mel	0.984716
seq26611	1371	mel	0.946514
seq19559	1361	mel	0.988465
seq19562	1361	mel	0.79822
seq9736	1362	mel	0.606618
seq2991	1361	mel	0.987827
seq7043	1361	mel	1
seq27372	1361	mel	0.954467
seq29252	1361	mel	0.989667
seq30801	1361	mel	1
seq4948	1361	mel	1
seq29701	1361	mel	0.7355
seq19028	1369	mel	0.464309
seq35885	1369	mel	0.622947
seq37514	1361	mel	1
seq1334	1369	mel	0.511985
seq19984	1369	mel	0.322091
seq35711	1365	mel	0.378042
seq51146	1361	mel	0.957941
seq35820	1374	"NA"	0.413422
seq28399	1361	mel	0.748579
seq4947	1369	mel	0.948298
seq26647	1361	mel	0.564707
seq26826	1371	mel	0.773331
seq8573	1361	mel	0.744414
seq7482	1361	mel	1
seq26476	1361	mel	0.849478
seq55955	1361	mel	1
seq19628	1369	mel	0.960409
seq29351	1369	mel	0.644413
seq4504	1361	mel	1
seq31988	1369	mel	0.537271
seq37509	1365	mel	0.598067
seq30384	1361	mel	1
seq28295	1369	mel	0.504196
seq29024	1361	mel	0.978049
seq4274	1361	mel	1
seq8099	1365	mel	0.473769
seq16817	1361	mel	0.730964
seq13686	1369	mel	0.876014
seq59230	1361	mel	0.904056
seq30628	1365	mel	0.468207
seq31572	1361	mel	0.926493
seq5268	1369	mel	0.979468
seq28486	1361	mel	0.920797
seq17610	1369	mel	0.39656
seq26503	1361	mel	1
seq8489	1361	mel	0.98606799999999994
seq27844	1361	mel	1
seq36338	1361	mel	1
seq21765	1361	mel	1
seq18102	1361	mel	0.957695
seq25756	1367	mel	0.839507
seq50957	1361	mel	1
seq4481	1361	mel	0.853872
seq41528	1361	mel	1
seq35261	1367	mel	0.317899
seq25940	1367	mel	0.585216
seq26626	1361	mel	0.989682
seq37890	1361	mel	0.512089
seq8048	1361	mel	1
seq13861	1369	mel	0.951927
seq6297	1365	mel	0.583378
seq17074	1361	mel	0.340076
seq28271	1361	mel	0.949987
seq13569	1364	"NA"	0.183482
seq8123	1361	mel	0.493448
seq6605	1372	mel	0.871088
seq26461	1369	mel	0.624044
seq8207	1361	mel	0.982853
seq4117	1369	mel	0.496843
seq17284	1369	mel	0.9711
seq20613	1361	mel	0.852858
seq31766	1361	mel	0.924057
seq22840	1367	mel	0.703147
seq36230	1361	mel	0.383667
seq19600	1361	mel	0.933137
seq42853	1369	mel	0.479581
seq30273	1361	mel	1
seq35044	1361	mel	1
seq28879	1361	mel	0.909748
seq35844	1367	mel	0.678492
seq5900	1361	mel	0.751123
seq27535	1361	mel	0.351149
seq19244	1361	mel	1
seq27940	1369	mel	0.948271
seq5225	1361	mel	0.949032
seq24803	1361	mel	0.989697
seq31258	1369	mel	0.58015
seq26539	1365	mel	0.528267
seq20213	1369	mel	0.651698
seq28779	1361	mel	1
seq47768	1361	mel	0.94168
seq19438	1367	mel	0.979576
seq6830	1369	mel	0.975628
seq29282	1361	mel	0.71075
seq8625	1361	mel	0.564415
seq1741	1369	mel	0.647426
seq20734	1367	mel	0.985941
seq17726	1361	mel	0.985022
seq21908	1361	mel	0.901608
seq23698	1369	mel	0.724523
seq64385	1361	mel	1
seq47822	1361	mel	1
seq20160	1369	mel	0.98740000000000006
seq41305	1361	mel	0.918782
seq28918	1361	mel	0.903472
seq19326	1374	"NA"	0.347963
seq27806	1361	mel	0.824062
seq28264	1361	mel	0.887175
seq29185	1361	mel	0.906632
seq13189	1361	mel	0.705307
seq56146	1365	mel	0.772533
seq7971	1361	mel	0.851414
seq6591	1361	mel	0.661112
seq20135	1361	mel	0.850207
seq21815	1361	mel	0.86534
seq28117	1371	mel	0.676198
seq8045	1371	mel	0.890464
seq9345	1361	mel	0.955956
seq5475	1361	mel	0.723447
seq9939	1361	mel	0.958314
seq9072	1361	mel	0.887861
seq7229	1361	mel	0.866141
seq17371	1361	mel	0.905563
seq17802	1361	mel	0.738779
seq5126	1367	mel	0.927625
seq7706	1361	mel	0.975199
seq4189	1361	mel	0.766966
seq22380	1361	mel	0.773478
seq8898	1367	mel	0.799454
seq10977	1372	mel	0.414633
seq14399	1361	mel	0.738529
seq10022	1367	mel	0.60833
seq5389	1367	mel	0.96531
seq28321	1361	mel	0.945779
seq56880	1369	mel	0.606862
seq14221	1361	mel	0.452106
seq19960	1369	mel	0.722513
seq28448	1359	mel	1
seq4789	1359	mel	0.973693
seq19818	1369	mel	0.638673
seq14466	1367	mel	0.771326
seq7362	1361	mel	0.844552
seq20338	1362	mel	0.981029
seq9506	1361	mel	0.891462
seq14008	1361	mel	0.847658
seq29535	1367	mel	0.670109
seq8288	1361	mel	0.979894
seq29676	1361	mel	0.987594
seq5108	1359	mel	0.888635
seq8427	1372	mel	0.347577
seq27720	1367	mel	0.418314
seq32337	1372	mel	0.442755
seq10216	1359	mel	0.239786
seq26239	1361	mel	0.925746
seq31510	1369	mel	0.287251
seq7101	1361	mel	0.853969
seq37347	1359	mel	0.989488
seq42729	1359	mel	0.760447
seq17418	1359	mel	0.853962
seq9357	1361	mel	0.950629
seq30781	1369	mel	0.804406
seq22138	1359	mel	0.865902
seq29360	1367	mel	0.933233
seq36414	1361	mel	0.976957
seq20639	1361	mel	0.723116
seq14199	1359	mel	0.666051
seq39859	1367	mel	0.78245
seq55758	1361	mel	0.687928
seq26979	1367	mel	0.877399
seq4346	1361	mel	0.542328
seq13956	1359	mel	0.572096
seq8361	1359	mel	0.468129
seq3520	1361	mel	0.869637
seq41515	1359	mel	0.516178
seq26860	1369	mel	0.927474
seq31377	1361	mel	0.916898
seq29843	1359	mel	1
seq19479	1359	mel	0.687772
seq9773	1361	mel	0.987761
seq17362	1359	mel	0.673874
seq27927	1359	mel	0.480768
seq37319	1361	mel	0.9574
seq37303	1359	mel	0.509456
seq61065	1359	mel	0.674087
seq20600	1359	mel	0.54374
seq54351	1359	mel	1
seq7356	1359	mel	0.521183
seq17563	1361	mel	0.564328
seq29012	1359	mel	1
seq17064	1361	mel	0.865016
seq29949	1367	mel	0.847804
seq5326	1361	mel	0.655833
seq64548	1359	mel	0.591476
seq41636	1361	mel	0.615235
seq31094	1359	mel	0.651991
seq7251	1361	mel	0.655912
seq36273	1361	mel	0.649032
seq18189	1367	mel	0.829766
seq27247	1367	mel	0.272065
seq41347	1359	mel	0.452723
seq36474	1359	mel	1
seq5940	1361	mel	0.669601
seq20300	1361	mel	0.60555
seq32162	1359	mel	0.585913
seq13363	1359	mel	0.885034
seq17327	1361	mel	0.970654
seq29295	1361	mel	0.819388
seq5673	1361	mel	0.710205
seq29976	1359	mel	0.496782
seq14217	1359	mel	0.423167
seq10240	1367	mel	0.831437
seq37904	1359	mel	0.934629
seq26816	1367	mel	0.249924
seq49032	1361	mel	0.580523
seq16947	1361	mel	0.523411
seq29702	1361	mel	0.567798
seq13923	1361	mel	0.693099
seq9807	1361	mel	0.835372
seq34580	1361	mel	0.66769
seq10901	1371	mel	0.870281
seq30844	1362	mel	0.394602
seq10422	1361	mel	0.658334
seq42693	1369	mel	0.459253
seq36464	1358	"NA"	0.493568
seq35042	1371	mel	0.663173
seq22819	1359	mel	0.566021
seq30879	1358	"NA"	0.436806
seq9262	1361	mel	0.530772
seq31586	1367	mel	0.890647
seq30132	1362	mel	0.667446
seq7394	1359	mel	0.603804
seq13513	1358	"NA"	0.734775
seq37623	1361	mel	0.641496
seq17477	1362	mel	0.652476
seq21230	1367	mel	0.235624
seq30937	1367	mel	0.767599
seq49082	1361	mel	0.426117
seq35756	1361	mel	0.813154
seq35798	1361	mel	0.778704
seq31672	1362	mel	0.496415
seq23881	1358	"NA"	0.574373
seq13535	1361	mel	0.499791
seq28947	1361	mel	0.807353
seq35010	1359	mel	0.588026
seq17366	1358	"NA"	0.54857
seq46485	1359	mel	0.461545
seq35635	1361	mel	0.79708
seq5744	1361	mel	0.569197
seq35686	1361	mel	0.294268
seq28792	1361	mel	0.831034
seq11009	1358	"NA"	0.3285
seq7033	1361	mel	0.747203
seq31352	1367	mel	0.872528
seq17780	1359	mel	0.621773
seq34962	1362	mel	0.369163
seq17649	1361	mel	0.801102
seq8768	1361	mel	0.831705
seq28996	1367	mel	0.667531
seq18237	1361	mel	0.726117
seq29513	1361	mel	0.89713
seq32219	1358	"NA"	0.542031
seq4160	1361	mel	0.771747
seq12884	1361	mel	0.405117
seq9413	1361	mel	0.487174
seq28524	1361	mel	0.889997
seq28326	1367	mel	0.881012
seq35766	1361	mel	0.527893
seq5241	1361	mel	0.501097
seq42319	1361	mel	0.807457
seq14437	1361	mel	0.899314
seq4671	1361	mel	0.894276
seq17236	1361	mel	0.822384
seq20605	1367	mel	0.693984
seq20339	1361	mel	0.913318
seq32734	1361	mel	0.713573
seq25913	1361	mel	0.666649
